survey_id,customer_id,nps_score,survey_date,plan_type,contract_type,segment,feedback_category,feedback_text
SV-01959,C-0071,1,2024-01-21,starter,Monthly,detractor,Billing,"We've been using the system for months, and the recent critical failure during peak hours caused a major service disruption. The call quality plummeted, and several of our agents reported echo and dropped connections that lasted over an hour. When we reached out, the support tickets piled up with no clear resolution, and the billing department kept sending confusing invoices. It feels like the platform promised enterprise reliability but delivered far less, making us waste both time and money. I’m now actively looking for a more stable solution."
SV-00336,C-0072,7,2024-07-18,Enterprise,Monthly,passive,Onboarding,"I tried to get the starter plan off the ground, but the onboarding process was vague and left my team confused about basic call routing. The documentation missed key steps, and the support tickets we opened about billing discrepancies never got resolved. Because of that, we never really adopted the features, using the system less than 30 hours a month. It feels like a wasted investment, and I’m in the process of moving to a different provider."
SV-00337,C-0073,2,2024-11-14,Professional,Monthly,detractor,Billing,"The platform never lived up to its promises, so we’re cancelling and moving to a competitor."
SV-04393,C-0073,2,2024-04-23,Professional,Monthly,detractor,General,"One thing that would help is a quicker login process for occasional users."
SV-01346,C-0074,2,2024-12-30,enterprise,Monthly,detractor,Account,"Despite being on the enterprise tier, the platform suffered a critical outage that halted all our communications for several hours. The follow‑up from the account team was slow, and the billing errors that appeared afterward were never corrected despite multiple tickets. Our finance department is now skeptical of any future invoices, and the unresolved issues have eroded trust. I’ve already begun the transition to another service, hoping for more reliable support. If the product could improve its incident handling and billing transparency, it might retain some customers."
SV-01367,C-0075,6,2024-02-02,Starter,Annual,detractor,Feature Request,"Honestly, the platform feels okay for basic calls but the lack of deeper integration with our CRM limits its usefulness. We tried to set up automated call routing but the steps were confusing, and we haven’t seen the promised productivity boost."
SV-01366,C-0075,6,2024-11-13,Starter,Annual,detractor,Feature Request,"While the system remains stable, we still struggle with the limited reporting granularity. The dashboards only show high‑level stats, so we can’t drill down to the metrics our managers need."
SV-00778,C-0076,7,2024-03-09,Professional,Annual,passive,General,"Our team relies on the video conferencing and routing features daily, and overall the experience has been solid. Call quality is consistently clear, and the agent‑side skill‑based routing saves us time. One area we’d love to see improved is the ability to customize queue priorities on the fly without a support ticket. Also, tighter integration with our ticketing system would reduce manual updates. Aside from that, the platform has become a core part of our communication stack."
SV-00777,C-0076,6,2024-07-21,Professional,Annual,detractor,Technical,"Despite heavy usage, the platform still feels a bit clunky when we try to switch between chat and voice calls. The UI lags occasionally, which slows down our agents during peak hours. A smoother transition would make the experience much better."
SV-01860,C-0077,2,2024-05-24,Enterprise,Annual,detractor,Billing,"This billing nightmare cost us a month’s revenue when the payment failed and the service hiccuped."
SV-01859,C-0077,0,2024-07-31,Enterprise,Annual,detractor,Billing,"I’m extremely disappointed – the repeated payment failures and the constant billing errors have been a nightmare. After the second missed invoice, our finance team stopped trusting the platform, and we had to revert to an old system. The critical outage last week left our call center silent for over an hour, wiping out a day’s worth of sales. It feels like we threw good money away on a service that can’t keep its promises. I’m considering a full migration away as soon as possible."
SV-03146,C-0078,8,2024-08-06,Professional,Annual,passive,Account,"The account team has been responsive, and the heavy usage of video meetings runs without a hitch. We do wish the admin portal allowed bulk user edits more intuitively, as adding new agents is still a manual chore. Other than that, the service meets our expectations."
SV-04289,C-0079,5,2024-12-17,Starter,Monthly,detractor,Technical,"We still experience occasional echo on calls, which hurts our client conversations."
SV-04135,C-0080,1,2024-09-20,Enterprise,Annual,detractor,Technical,"Frankly, the platform has been a constant source of frustration for our heavy call volume. The technical issues never seem to get fully resolved – 20% of tickets still sit open, and the critical call drop incidents happen at peak times. Our agents can’t rely on the system, leading to lost sales and angry customers. The low feature adoption is a symptom of a clunky UI that makes even basic tasks painful. I’m seriously questioning why we ever invested in this solution."
